Date,Amount,Currency,Description,DebitAccount,CreditAccount,DebitSubAccount,CreditSubAccount,Type,GroupTag,GLinkDrive,ID
2009-01-12,"10,000.00",INR,ICICI ATM - Cash withdraw - Kottar Nagercoil,CashAsset,BankAsset,Cash,ICICI Ngl Joint,ICICI Res A/c - Withdraw,,,5053
2009-01-12,"300,000.00",INR,LIC Mutual Fund - Growth 323031892 - Investment  (Check 705185),DigitalPay,BankAsset,Other Expense,ICICI Ngl Joint,Joint ICICI NGL Savings A/c,,,5054
2009-01-13,"1,291.00",INR,IRCTC - Train Ticket,DigitalPay,BankAsset,Other Expense,ICICI Ngl Joint,Joint ICICI NGL Savings A/c,,,5055
2009-01-13,"275,000.00",INR,Valan Loan (1.25Lk) Refund - Mama Loan (1.5Lk for Valan wedding) Refund IOB Check,BankAsset,DigitalPay,ICICI Ngl Joint,ICICI,ICICI Res A/c - Credit,,,5056
2009-01-15,"1,594.75",$,Washington Mutual - Providian eBill Confirmation Number: 167097635,DigitalPay,BankAsset,Vendor Bank,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - Credit Card ACH Payment,,,5057
2009-01-15,9.81,$,McDonalds - OHare Airport -  2008 Dec Oor Trip Dinner,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5058
2009-01-15,11.00,INR,IRCTC - Train Ticket - ICICI Transaction Charges,DigitalPay,BankAsset,Other Expense,ICICI Ngl Joint,Joint ICICI NGL Savings A/c,,,5059
2009-01-16,29.58,$,"Toyota Gas - Rt29 Shell Peoria ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5060
2009-01-16,7.23,$,"Ming Shee Resturant - Salim's Team Heather send off ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5061
2009-01-17,22.29,$,"USPS - Post Office - Mahi Snacks, Vercelin Snacks & Books",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5062
2009-01-17,46.40,$,"Walmart  - Grocery ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5063
2009-01-17,235.20,$,Southwest - Mahi Housewarming SFO Trip - Dinesh (MDW to SFO),DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5064
2009-01-17,364.20,$,Southwest - Mahi Housewarming SFO Trip - Sebi (MDW to SFO),DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5065
2009-01-18,13.22,$,"Schnucks - Beef , Ice Cream",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5066
2009-01-19,37.60,$,Flexible Spending Account 2008 - Dinesh Refund,BankAsset,DigitalPay,CEFCU Checking - Dinesh,Vendor Bank,CEFCU Checking A/c [D] - Check Deposit,,,5067
2009-01-19,159.41,$,Sebi Tympanoplasty - Associates in Anesthesiologists,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5068
2009-01-19,3.44,$,Taj Emporium - Grocery,CashPay,CashAsset,Other Expense,Cash,CASH - $,,,5069
2009-01-19,50.00,$,Sebi - check deposit - Survey reward - Techsay ?,BankAsset,DigitalPay,CEFCU Checking - Sebina,Caterpillar Inc,CEFCU Checking A/c [S] - ACH Deposit,,,5070
2009-01-19,27.00,$,AirTel CallHome - Recharge,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5071
2009-01-20,96.00,$,Renalcare Associates - Sebi (2009 downpayment),DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5072
2009-01-22,7.03,$,OSF System Lab Testing - Credit Card on Phone - pay off for test on Nov 11($3.78) and Dec 3 ($3.25),DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5073
2009-01-23,12.76,$,"Alwan and Sons Meat Co - Chicken , Sausage",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5074
2009-01-25,141.80,$,"Walmart  - Grocery (Mahi house warming gifts) ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5075
2009-01-26,60.24,$,SBC eBill Confirmation : 29J7ONL1B01MR7R,DigitalPay,BankAsset,Other Expense,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - ACH Payment,,,5076
2009-01-27,9.76,$,"Sam's club - 3 Meat 16 Inch Pizza ",CashPay,CashAsset,Other Expense,Cash,CASH - $,,,5077
2009-01-27,57.72,$,Mahi House Warming SFO Trip - Kohl's dress for Oshin,DigitalPay,CreditCard,Other Expense,Kohls Card,Kohl's Card [D] & [S],,,5078
2009-01-28,9.50,$,Sebi Team Lunch - Jonahs Seafood House East Peoria,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5079
2009-01-29,"4,289.31",$,Dinesh Cat Salary - Jan 2009,BankAsset,DigitalPay,CEFCU Checking - Dinesh,Caterpillar Inc,CEFCU Checking A/c [D] - ACH Deposit,,,5080
2009-01-29,"3,998.75",$,Sebi Cat Salary - Jan 2009,BankAsset,DigitalPay,CEFCU Checking - Sebina,Caterpillar Inc,CEFCU Checking A/c [S] - ACH Deposit,,,5081
2009-01-29,39.25,$,Mahi House Warming SFO Trip - Park Fly USA Car parking Midway,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5082
2009-01-29,116.41,$,"Peoria Toyota - Oil Change, Wiper blade change, Ignition service",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5083
2009-01-29,140.00,INR,Reliance Delight - Chicken,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,5084
2009-01-30,5.02,$,Mahi House Warming SFO Trip - Midway airport McDonalds - Chicken club grilled,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5085
2009-01-30,22.69,$,Toyota Gas - Hucks Peoria,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5086
2009-01-30,60.00,INR,Chennai Airport Car Parking - Valan receiving,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,5087
2009-01-31,0.04,$,Dinesh CEFCU Saving Divident Credit,BankAsset,DigitalPay,CEFCU Saving - Dinesh,CEFCU,CEFCU Saving A/c [D] - ACH Deposit,,,5088
2009-01-31,3.59,$,Sebi CEFCU Saving Divident Credit,BankAsset,DigitalPay,CEFCU Saving - Sebina,CEFCU,CEFCU Saving A/c [S] - ACH Deposit,,,5089
2009-02-02,16.17,$,"Walmart  - Grocery ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5090
2009-02-02,45.00,$,YMCA Feb 2009 Fees,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5091
2009-02-03,21.48,$,"Dish eBill - Authorization Code: 08983B ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5092
2009-02-03,22.18,$,"Honda Gas - Hucks Peoria ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5093
2009-02-03,60.00,$,CEFCU Cash Withdraw - Cat AC Bldg,CashAsset,BankAsset,Cash,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - Withdraw,,,5094
2009-02-04,855.00,$,The Willows House Rent - Feb 2009 Check#566,DigitalPay,BankAsset,Housing Expenses,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - Check Payment,,,5095
2009-02-04,18.56,$,"Walmart  - Grocery ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5096
2009-02-04,43.71,$,Midwest Ear Nose and Throat - Sebi Tympanoplasty Dr. Parrish,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5097
2009-02-04,130.96,$,State Farm Insurance Feb 2009,DigitalPay,BankAsset,Other Expense,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - ACH Payment,,,5098
2009-02-05,"4,000.00",$,"SBI Remit Express Transfer to SBI Kuzhithurai NRE A/c - Confirm No ",DigitalPay,BankAsset,SBI,CEFCU Checking - Dinesh,SBI Remit Express Transfer,,,5099
2009-02-05,94.77,$,CILCO eBill Tracking Number :   8M77V-YMDC6 - paid for Jan,DigitalPay,BankAsset,Other Expense,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - ACH Payment,,,5100
2009-02-06,145.38,$,Kohls eBill Confirmation Number : K33777427 (paid current balance),DigitalPay,BankAsset,Vendor Bank,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - Credit Card ACH Payment,,,5101
2009-02-06,8.00,$,Firehouse Pizza - Salim's team contractor go away lunch,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5102
2009-02-06,"5,000.00",$,Sebi CEFCU Checking to Saving Transfer,BankAsset,BankAsset,CEFCU Saving - Sebina,CEFCU Checking - Sebina,CEFCU Checking A/c [S] -> Savings A/c [S],,,5103
2009-02-07,127.77,$,Flexible Spending Account 2009 - Sebi Refund,BankAsset,DigitalPay,CEFCU Checking - Sebina,Caterpillar Inc,CEFCU Checking A/c [S] - Check Deposit,,,5104
2009-02-07,589.00,$,OSF - Sebi Tympanoplasty - MOOP reached refund,BankAsset,DigitalPay,CEFCU Checking - Sebina,Caterpillar Inc,CEFCU Checking A/c [S] - Check Deposit,,,5105
2009-02-07,1.94,$,Kohl's - Sebi Tops,DigitalPay,CreditCard,Other Expense,Kohls Card,Kohl's Card [D] & [S],,,5106
2009-02-07,1.94,$,Kohl's - Tops gift for Jothi,DigitalPay,CreditCard,Other Expense,Kohls Card,Kohl's Card [D] & [S],,,5107
2009-02-07,12.78,$,Schnucks - Cat fish steaks,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5108
2009-02-07,28.31,$,Toyota Gas - Hucks Peoria,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5109
2009-02-08,18.14,$,"Walmart  - Grocery ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5110
2009-02-09,2.40,$,Couri Teverbaugh - Papsmear and mamaogram,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5111
2009-02-10,2.60,$,"Walmart  - Grocery ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5112
2009-02-10,"193,015.00",INR,"SBI Remit Express Credit to SBI Kuzhithurai NRE A/c ",BankAsset,DigitalPay,SBI Kulithurai NRE,Other Bank,SBI NRE A/c - Credit,,,5113
2009-02-11,37.16,$,Midwest Ear Nose and Throat - Ear Infection checkup,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5114
2009-02-12,43.60,$,"Verizon eBill Confirmation #: N000000031061521 ",DigitalPay,BankAsset,Other Expense,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - ACH Payment,,,5115
2009-02-12,"2,000.00",$,"Sebi CEFCU Saving to Dinesh Checking Transfer ",BankAsset,BankAsset,CEFCU Checking - Dinesh,CEFCU Saving - Sebina,CEFCU Saving A/c [S] -> Checking A/c [D],,,5116
2009-02-12,5.88,$,"Walmart  - Grocery ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5117
2009-02-13,3.83,$,Walmart  - Chicken Tenders,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5118
2009-02-13,2.65,$,Dinesh lunch CAT AC Bldg - Small Chilli,CashPay,CashAsset,Other Expense,Cash,CASH - $,,,5119
2009-02-13,6.85,$,Walmart  - Gifts for Sebi,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5120
2009-02-14,400.00,INR,"Nandhini Sweets Velachery - Brain visit ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,5121
2009-02-15,"1,055.61",$,Washington Mutual - Providian eBill Confirmation Number: 170822861,DigitalPay,BankAsset,Vendor Bank,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - Credit Card ACH Payment,,,5122
2009-02-15,19.17,$,"Walmart  - Grocery ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5123
2009-02-15,35.77,$,Olive Garden Lunch (Tip: 2.00),DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5124
2009-02-15,1.07,$,"JCPenney Sebi  Tops  ($10 coupon) ",DigitalPay,CreditCard,Other Expense,JCPenney Card,JCPenney Card,,,5125
2009-02-15,9.04,$,"Peoria - Devon Groceries ",CashPay,CashAsset,Other Expense,Cash,CASH - $,,,5126
2009-02-15,37.29,$,Flexible Spending Account 2009 - Sebi Refund,BankAsset,DigitalPay,CEFCU Checking - Sebina,Caterpillar Inc,CEFCU Checking A/c [S] - Check Deposit,,,5127
2009-02-16,15.79,$,Comcast CableTV eBill (Jan 2009) : Authorization number:  00006B Tracking number: 56489811,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5128
2009-02-16,40.00,$,"Walmart Pharmacy - Sebi Prescription - Levaquin 750mg, Ciprodex ear drops",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5129
2009-02-16,7.43,$,Midwest Ear Nose and Throat - Ear Infection checkup,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5130
2009-02-18,0.00,$,Walmart Pharmacy - Sebi Prescription - Bioxin/Claritocin,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5131
2009-02-18,17.07,$,"Walmart  - Grocery ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5132
2009-02-18,326.20,$,Vercelin Peoria Visit Trip - Continental Flight from Beaumont to Chicago OHare,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5133
2009-02-20,176.00,INR,Nandhini Sweets Velachery - Ramani aunty visit,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,5134
2009-02-21,933.00,INR,IRCTC Booking - Dinesh Mama,DigitalPay,BankAsset,Other Expense,ICICI Ngl Joint,Joint ICICI NGL Savings A/c,,,5135
2009-02-21,933.00,INR,IRCTC Booking - Dinesh Mama,DigitalPay,BankAsset,Other Expense,ICICI Ngl Joint,Joint ICICI NGL Savings A/c,,,5136
2009-02-21,933.00,INR,IRCTC Booking - Dinesh Mama,DigitalPay,BankAsset,Other Expense,ICICI Ngl Joint,Joint ICICI NGL Savings A/c,,,5137
2009-02-22,60.25,$,SBC eBill Confirmation : 2BD7ONL1C01SK5J,DigitalPay,BankAsset,Other Expense,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - ACH Payment,,,5138
2009-02-22,6.87,$,"Walmart  - Grocery ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5139
2009-02-22,9.76,$,"Sam's club - 3 Meat 16 Inch Pizza ",CashPay,CashAsset,Other Expense,Cash,CASH - $,,,5140
2009-02-23,4.79,$,"Walmart  - Grocery ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5141
2009-02-23,29.04,$,Toyota Gas - Hucks Peoria,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5142
2009-02-23,933.00,INR,SBI - Train Ticket - Booking,DigitalPay,BankAsset,Other Expense,SBI Kulithurai NRE,SBI NRE A/c - Internet Payment,,,5143
2009-02-24,10.00,INR,SBI - Train Ticket - Transaction Charges,DigitalPay,BankAsset,Other Expense,SBI Kulithurai NRE,SBI NRE A/c - Internet Payment,,,5144
2009-02-24,933.00,INR,IRCTC - Train Ticket - Cancellation Refund,BankAsset,DigitalPay,ICICI Ngl Joint,ICICI,ICICI Res A/c - Credit,,,5145
2009-02-24,933.00,INR,IRCTC - Train Ticket - Cancellation Refund,BankAsset,DigitalPay,ICICI Ngl Joint,ICICI,ICICI Res A/c - Credit,,,5146
2009-02-24,933.00,INR,IRCTC - Train Ticket - Cancellation Refund,BankAsset,DigitalPay,ICICI Ngl Joint,ICICI,ICICI Res A/c - Credit,,,5147
2009-02-25,25.06,$,Honda Gas - Circle K Pioneer Park BP (Car wash - $6),DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5148
2009-02-25,54.46,$,"OSF System Laboratory  payoff 4 bills ($4.73, $6.07, $21.34, $22.32)",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5149
2009-02-25,19.20,$,"Renalcare Associates ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5150
2009-02-25,10.81,$,AirTel CallHome - Recharge,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5151
2009-02-26,0.00,$,Walmart Pharmacy - Sebi Prescription -  Tobramycin drops,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5152
2009-02-26,3.40,$,"Walmart  - Grocery ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5153
2009-02-26,7.43,$,Midwest Ear Nose and Throat - Ear Infection visit (Miller),DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5154
2009-02-26,"4,875.74",$,Dinesh Cat Salary - Feb 2009,BankAsset,DigitalPay,CEFCU Checking - Dinesh,Caterpillar Inc,CEFCU Checking A/c [D] - ACH Deposit,,,5155
2009-02-27,12.83,$,"Schnucks - Fish, Pastry sheet for Vineetha ($5.09)",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5156
2009-02-27,224.00,INR,ICICI DEBIT CARDFEE,DigitalPay,BankAsset,Other Expense,ICICI Ngl NRE,ICICI NRE A/c - Debit Card,,,5157
2009-02-27,224.00,INR,ICICI DEBIT CARDFEE,DigitalPay,BankAsset,Other Expense,ICICI Ngl NRE,ICICI NRE A/c - Debit Card,,,5158
2009-02-28,20.11,$,Dish eBill - Authorization Code: 08269B - Disconnected by Mar 30 12 AM (Operator ID : RTD),DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5159
2009-02-28,0.03,$,Dinesh CEFCU Saving Divident Credit,BankAsset,DigitalPay,CEFCU Saving - Dinesh,CEFCU,CEFCU Saving A/c [D] - ACH Deposit,,,5160
2009-02-28,"325,220.00",INR,FD Closure Proceeds - ICICI Saving A/c -  609514026073,BankAsset,DigitalPay,ICICI Ngl Joint,ICICI,ICICI Res A/c - Credit,,,5161
2009-03-01,31.67,$,"Walmart  - Grocery ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5162
2009-03-02,8.74,$,Midwest Ear Nose and Throat - Ear Infection visit (Dr. Parrish),DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5163
2009-03-02,0.00,$,Walmart Pharmacy - Sebi Prescription - Ear Fungus Infection drop Clotrimizole,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5164
2009-03-02,99.98,$,Amazon.com - HP Officejet 6310 All in one,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5165
2009-03-02,6.40,$,Amazon.com - Belkin F3U133 - 10 Hi - Speed USB 2.0 Cable (10 feet),DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5166
2009-03-02,42.55,$,Amazon.com - Omron Automatic Blood Pressure Monitor,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5167
2009-03-02,"5,000.00",$,"SBI Remit Express Transfer to SBI Kuzhithurai NRE A/c - Confirm No ",DigitalPay,BankAsset,SBI,CEFCU Checking - Dinesh,SBI Remit Express Transfer,,,5168
2009-03-02,3.00,$,Illinois State Tax due for 2008,DigitalPay,BankAsset,Other Expense,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - ACH Payment,,,5169
2009-03-03,27.00,$,AirTel CallHome - Recharge,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5170
2009-03-03,"5,000.00",$,"Sebi CEFCU Checking to Dinesh Checking Transfer - for Oor ",BankAsset,BankAsset,CEFCU Checking - Dinesh,CEFCU Checking - Sebina,CEFCU Checking A/c [S] -> Checking A/c [D],,,5171
2009-03-03,6.24,$,Dinesh lunch CAT AC Bldg - Taco Salad,CashPay,CashAsset,Other Expense,Cash,CASH - $,,,5172
2009-03-03,6.24,$,Dinesh lunch CAT AC Bldg - Taco Salad,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5173
2009-03-04,"2,150.00",INR,Interest Credit : nt.Pd:01-09-2008 to 28-02-2009,BankAsset,DigitalPay,ICICI Ngl NRE,Other Bank,ICICI NRE A/c - Credit,,,5174
2009-03-04,60.00,$,CEFCU Cash Withdraw - Cat AC Bldg,CashAsset,BankAsset,Cash,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - Withdraw,,,5175
2009-03-04,"6,000.00",$,"2001 Honda Civic Car Sale - Larry Plummer ",BankAsset,DigitalPay,CEFCU Checking - Dinesh,Vendor Bank,CEFCU Checking A/c [D] - Check Deposit,,,5176
2009-03-04,130.96,$,State Farm Insurance Mar 2009,DigitalPay,BankAsset,Other Expense,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - ACH Payment,,,5177
2009-03-04,"4,341.00",INR,FD Interest money Deposit - ICICI Saving A/c -  609501090054:Int.Pd:01-09-2008 to 28-02-2009,BankAsset,DigitalPay,ICICI Ngl Joint,ICICI,ICICI Res A/c - Credit,,,5178
2009-03-05,175.85,$,CILCO eBill Tracking Number :   8PRL4-34HK1 - paid for Feb,DigitalPay,BankAsset,Other Expense,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - ACH Payment,,,5179
2009-03-05,9.09,$,Alwan and Sons Meat Co - Chicken,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5180
2009-03-05,16.53,$,Schnucks - Cat fish & meat,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5181
2009-03-05,646.24,$,Dell Online - Optiplex 755 Desktop Core 2 Duo E6750/2.66GHz  - Sale Rep Debra L Parks,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5182
2009-03-05,"5,452.44",$,"Dinesh Cat 2008 STIP ",BankAsset,DigitalPay,CEFCU Checking - Dinesh,Caterpillar Inc,CEFCU Checking A/c [D] - ACH Deposit,,,5183
2009-03-05,855.00,$,The Willows House Rent - Mar 2009 Check#569,DigitalPay,BankAsset,Housing Expenses,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - Check Payment,,,5184
2009-03-05,"255,525.00",INR,"SBI Remit Express Credit to SBI Kuzhithurai NRE A/c ",BankAsset,DigitalPay,SBI Kulithurai NRE,Other Bank,SBI NRE A/c - Credit,,,5185
2009-03-06,"10,000.00",$,SBI Remit Express Transfer to SBI Kuzhithurai NRE A/c - Confirm No GR00423012,DigitalPay,BankAsset,SBI,CEFCU Checking - Dinesh,SBI Remit Express Transfer,,,5186
2009-03-06,3.88,$,Kohls eBill Confirmation Number : K35135052,DigitalPay,BankAsset,Vendor Bank,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - Credit Card ACH Payment,,,5187
2009-03-06,26.16,$,Toyota Gas - Hucks Peoria,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5188
2009-03-06,5.23,$,"Peoria - Devon Groceries ",CashPay,CashAsset,Other Expense,Cash,CASH - $,,,5189
2009-03-06,159.00,INR,SBI - Train Ticket - Booking,DigitalPay,BankAsset,Other Expense,SBI Kulithurai NRE,SBI NRE A/c - Internet Payment,,,5190
2009-03-06,171.00,INR,SBI - Train Ticket - Booking,DigitalPay,BankAsset,Other Expense,SBI Kulithurai NRE,SBI NRE A/c - Internet Payment,,,5191
2009-03-06,159.00,INR,SBI - Train Ticket - Booking,DigitalPay,BankAsset,Other Expense,SBI Kulithurai NRE,SBI NRE A/c - Internet Payment,,,5192
2009-03-06,96.00,INR,SBI - Train Ticket - Booking,DigitalPay,BankAsset,Other Expense,SBI Kulithurai NRE,SBI NRE A/c - Internet Payment,,,5193
2009-03-06,646.24,$,Dell Online - Optiplex 755 Desktop Core 2 Duo E6750/2.66GHz  - Online purchase,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5194
2009-03-07,2.50,$,Vercelin Peoria Visit - IKEA Boolingbrook snacks,CashPay,CashAsset,Other Expense,Cash,CASH - $,,,5195
2009-03-07,17.55,$,Vercelin Peoria Visit - IKEA Boolingbrook Dinner,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5196
2009-03-07,28.56,$,"Fuddruckers - Chicago Trip (Vercelin Peoria Visit ) ",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5197
2009-03-07,10.00,INR,SBI - Train Ticket - Transaction Charges,DigitalPay,BankAsset,Other Expense,SBI Kulithurai NRE,SBI NRE A/c - Internet Payment,,,5198
2009-03-07,10.00,INR,SBI - Train Ticket - Transaction Charges,DigitalPay,BankAsset,Other Expense,SBI Kulithurai NRE,SBI NRE A/c - Internet Payment,,,5199
2009-03-07,10.00,INR,SBI - Train Ticket - Transaction Charges,DigitalPay,BankAsset,Other Expense,SBI Kulithurai NRE,SBI NRE A/c - Internet Payment,,,5200
2009-03-07,10.00,INR,SBI - Train Ticket - Transaction Charges,DigitalPay,BankAsset,Other Expense,SBI Kulithurai NRE,SBI NRE A/c - Internet Payment,,,5201
2009-03-07,479.15,$,IKEA Boolingbrook Shopping - Move to India,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5202
2009-03-07,62.00,INR,"Hotel Saravana Bhavan Ascendas ",DigitalPay,CreditCard,Other Expense,Sodexo,Sodexo,,,5203
2009-03-09,65.71,$,"Walmart  - Grocery , Vercelin gift",DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5204
2009-03-09,30.95,$,Toyota Gas - Circle K Pioneer parkway,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5205
2009-03-09,150.00,$,CEFCU Cash Withdraw - Allen Rd,CashAsset,BankAsset,Cash,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - Withdraw,,,5206
2009-03-09,552.18,$,Amazon.com - Sony DCR-SR220 4MP 60GB Hard Drive Handycam Camcorder + Sony LCS - X30 Soft Carrying Case,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5207
2009-03-10,"1,800.00",$,2004 Toyota Camry Car Sale - Kirat Shaw - personal check,BankAsset,DigitalPay,CEFCU Checking - Dinesh,Vendor Bank,CEFCU Checking A/c [D] - Check Deposit,,,5208
2009-03-10,"8,000.00",$,2004 Toyota Camry Car Sale - Kirat Shaw - CEFCU loan casiers check,BankAsset,DigitalPay,CEFCU Checking - Dinesh,Vendor Bank,CEFCU Checking A/c [D] - Check Deposit,,,5209
2009-03-10,3.29,$,Dinesh lunch CAT AC Bldg - Soup,CashPay,CashAsset,Other Expense,Cash,CASH - $,,,5210
2009-03-11,"5,000.00",$,"Money to India - ICICI NRE Account  - Tracking No. & Date:   M2A04883298  11-Mar-2009 ",DigitalPay,BankAsset,ICICI,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - M2I Transfer,,,5211
2009-03-11,109.90,$,CAT Merchandise - Peoria Downtown - 30 Mini models for Vijay Ramasamy,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5212
2009-03-11,45.98,$,Amazon.com - Plantronics Voyager 520 Bluetooth Headset,DigitalPay,CreditCard,Other Expense,Chase Card,Chase Credit Card,,,5213
2009-03-11,614.00,INR,SBI - Train Ticket - Booking,DigitalPay,BankAsset,Other Expense,SBI Kulithurai NRE,SBI NRE A/c - Internet Payment,,,5214
2009-03-11,623.00,INR,SBI - Train Ticket - Booking,DigitalPay,BankAsset,Other Expense,SBI Kulithurai NRE,SBI NRE A/c - Internet Payment,,,5215
2009-03-12,43.82,$,"Verizon eBill Confirmation #: N000000032256373 ",DigitalPay,BankAsset,Other Expense,CEFCU Checking - Dinesh,CEFCU Checking A/c [D] - ACH Payment,,,5216
